Arn,Name,Description,Behavior,Severity,Implementation_Type,Implementation_Identifier,CreateTime
arn:aws:controlcatalog:::control/3kuqjg3nd0bcu0ollr7gpo2gs,Require an Elasticsearch domain to encrypt data sent between nodes,This control checks whether Elasticsearch domains have node-to-node encryption enabled.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-05-19 02:00:00+02:00
arn:aws:controlcatalog:::control/6m7lp1leyojfbzer6q0qlf8n,Hardware MFA should be enabled for the root user,This AWS control checks whether your AWS account is enabled to use a hardware multi-factor authentication (MFA) device to sign in with root user credentials.,DETECTIVE,CRITICAL,AWS::SecurityHub::SecurityControl,IAM.6,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/bb1z7mcem11mxvf29xqiayi4,Application Load Balancer should be configured to redirect all HTTP requests to HTTPS,This AWS control checks whether HTTP to HTTPS redirection is configured on all HTTP listeners of Application Load Balancers. The control will fail if one or more HTTP listeners of Application Load Balancers do not have HTTP to HTTPS redirection configured.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,ELB.1,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/4d1yqf199sh45iamcze67hzwd,DynamoDB tables should have point-in-time recovery enabled,This control checks whether point-in-time recovery (PITR) is enabled for a DynamoDB table.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,DynamoDB.2,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/63j7m384h4zhhq64ecs02qfil,Lambda function policies should prohibit public access,"This control checks whether the AWS Lambda function policy attached to the Lambda resource prohibits public access. If the Lambda function policy allows public access, the control fails.",DETECTIVE,CRITICAL,AWS::SecurityHub::SecurityControl,Lambda.1,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/25sntwt5dfk466v80k3z0q7v0,Checks if the Amazon FSx for Lustre file systems are configured to copy tags to backups,Checks if the Amazon FSx for Lustre file systems are configured to copy tags to backups. The rule is NON_COMPLIANT if Lustre file systems are not configured to copy tags to backups.,DETECTIVE,LOW,AWS::Config::ConfigRule,FSX_LUSTRE_COPY_TAGS_TO_BACKUPS,2023-07-18 02:00:00+02:00
arn:aws:controlcatalog:::control/3zbcht7oxkzts9r1z20nz5lcw,Disallow cross region replication for S3 buckets,"Contain the location of your S3 data to a single region by disabling any automatic, asynchronous copying of objects across buckets to other AWS Regions.",PREVENTIVE,MEDIUM,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2019-07-30 02:00:00+02:00
arn:aws:controlcatalog:::control/bjy3u49sai5t9ygdqcjm82ee3,Checks if Amazon Fraud Detector variables have tags,"Checks if Amazon Fraud Detector variables have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",DETECTIVE,LOW,AWS::Config::ConfigRule,FRAUDDETECTOR_VARIABLE_TAGGED,2024-10-01 02:00:00+02:00
arn:aws:controlcatalog:::control/bbns1svmi60sz11i658ot4amf,"RDS DB Instances should prohibit public access, as determined by the PubliclyAccessible configuration",This AWS control checks whether RDS instances are publicly accessible by evaluating the publiclyAccessible field in the instance configuration item.,DETECTIVE,CRITICAL,AWS::SecurityHub::SecurityControl,RDS.2,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/f1e4hcj0j2ucjzq7xge51ulss,Require an Amazon EC2 Auto Scaling group to use only AWS Nitro instance types when overriding a launch template,"This control checks whether, when using a MixedInstancesPolicy resource parameter override, an Amazon EC2 Auto Scaling group overrides launch templates by specifying AWS Nitro instance types only.",PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/a8kv9idlfwwes0ms50f5nv3vv,Checks if the Lambda function is configured with a function-level concurrent execution limit,Checks if the Lambda function is configured with a function-level concurrent execution limit. The rule is NON_COMPLIANT if the Lambda function is not configured with a function-level concurrent execution limit.,DETECTIVE,LOW,AWS::Config::ConfigRule,LAMBDA_CONCURRENCY_CHECK,2019-05-20 02:00:00+02:00
arn:aws:controlcatalog:::control/8sdhbqfe2fsmh3b1i2b24xaic,Detect whether an account has AWS CloudTrail or CloudTrail Lake enabled.,Detects whether an account has AWS CloudTrail or CloudTrail Lake enabled. The rule is NON_COMPLIANT if either CloudTrail or CloudTrail Lake is not enabled in an account.,DETECTIVE,HIGH,AWS::Config::ConfigRule,CLOUD_TRAIL_ENABLED,2022-07-12 02:00:00+02:00
arn:aws:controlcatalog:::control/59y47gfli6wgzxe5osd0odkqu,Require an Amazon RDS database cluster to have encryption at rest configured,This control checks whether the storage encryption is configured on Amazon Relational Database Service (RDS) database (DB) clusters that are not being restored from an existing cluster.,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/33m536kv8dk2unseovko4wcwv,OpenSearch domains should have fine-grained access control enabled,This control checks whether Amazon OpenSearch domains have fine-grained access control enabled. This control fails if the fine-grained access control is not enabled.,DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,Opensearch.7,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/ap85co5roerjf2jj9haaelpcn,Checks if an Amazon Neptune cluster is configured with Amazon RDS Multi-AZ replication,Checks if an Amazon Neptune cluster is configured with Amazon RDS Multi-AZ replication. The rule is NON_COMPLIANT if Multi-AZ replication is not enabled.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,NEPTUNE_CLUSTER_MULTI_AZ_ENABLED,2023-09-07 02:00:00+02:00
arn:aws:controlcatalog:::control/4ob3p0rdhevh805dtjlhtbyl9,Checks if an Amazon SQL Server DB instance is configured to publish logs to Amazon CloudWatch Logs,Checks if an Amazon SQL Server DB instance is configured to publish logs to Amazon CloudWatch Logs. This rule is NON_COMPLIANT if the DB instance is not configured to publish logs to Amazon CloudWatch Logs.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,RDS_SQL_SERVER_LOGS_TO_CLOUDWATCH,2024-08-08 02:00:00+02:00
arn:aws:controlcatalog:::control/dlysjbtqyfbp3z8j9eckw3ukk,EC2 instances should be managed by AWS Systems Manager,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,SSM.1,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/6am65w27qcfni6boy9ote2vpr,Checks if Amazon DynamoDB tables are protected by a backup plan,Checks if Amazon DynamoDB tables are protected by a backup plan. The rule is NON_COMPLIANT if the DynamoDB Table is not covered by a backup plan.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,DYNAMODB_RESOURCES_PROTECTED_BY_BACKUP_PLAN,2021-07-23 02:00:00+02:00
arn:aws:controlcatalog:::control/csh1it7bkmf42ogtzyid4kaxo,Neptune DB clusters should publish audit logs to CloudWatch Logs,This control checks whether a Neptune DB cluster publishes audit logs to Amazon CloudWatch Logs. The control fails if a Neptune DB cluster doesn't publish audit logs to CloudWatch Logs. `EnableCloudWatchLogsExport` should be set to Audit.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,Neptune.2,2023-10-05 02:00:00+02:00
arn:aws:controlcatalog:::control/awakvzgyu7cqq5t7zyiqiws3j,Require that AWS Identity and Access Management (IAM) inline policies do not have wildcard service actions,"This control checks whether AWS Identity and Access Management (IAM) inline policies do not include ""Effect"": ""Allow"" with ""Action"": ""Service:*"" (e.g. s3:*) for individual AWS services or use the combination of ""NotAction"" with an ""Effect"" of ""Allow"".",PROACTIVE,LOW,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/ew9b99j144ugzye49kokym66c,Set a retention policy for log archive,Limit data retention in the log archive using a retention policy that defaults to 365 days.,PREVENTIVE,MEDIUM,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2019-04-30 02:00:00+02:00
arn:aws:controlcatalog:::control/eb9n1mmcq0sui7bolbmc63iu9,Checks if logging is enabled on AWS WAF classic global web access control lists (web ACLs),"Checks if logging is enabled on AWS WAF classic global web access control lists (web ACLs). The rule is NON_COMPLIANT for a global web ACL, if it does not have logging enabled.",DETECTIVE,MEDIUM,AWS::Config::ConfigRule,WAF_CLASSIC_LOGGING_ENABLED,2020-07-08 02:00:00+02:00
arn:aws:controlcatalog:::control/1ypn8lcw1z5svmq7fw3y0h0ac,Checks if AWS Storage Gateway volumes are in a logically air-gapped vault,Checks if AWS Storage Gateway volumes are in a logically air-gapped vault. The rule is NON_COMPLIANT if an AWS Storage Gateway volume is not in a logically air-gapped vault within the specified time period.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,STORAGEGATEWAY_RESOURCES_IN_LOGICALLY_AIR_GAPPED_VAULT,2024-07-30 02:00:00+02:00
arn:aws:controlcatalog:::control/8wvqgxocfqohcsue8uaeem5j5,Checks if a recovery point was created for Amazon Elastic Compute Cloud (Amazon EC2) instances,Checks if a recovery point was created for Amazon Elastic Compute Cloud (Amazon EC2) instances. The rule is NON_COMPLIANT if the Amazon EC2 instance does not have a corresponding recovery point created within the specified time period.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,EC2_LAST_BACKUP_RECOVERY_POINT_CREATED,2021-07-23 02:00:00+02:00
arn:aws:controlcatalog:::control/47j0mbl42qhyollch0c07aawc,Require an Amazon RDS database instance to have encryption at rest configured,This control checks whether storage encryption is enabled for your Amazon RDS database (DB) instance.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/bf3ye0momi6mzdt1kcqw0wov7,Redshift clusters should use enhanced VPC routing,This control checks whether a Redshift cluster has EnhancedVpcRouting enabled.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,Redshift.7,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/e94oghk9gn3wb5xhpw9l53xr9,Network ACLs should not allow ingress from 0.0.0.0/0 to port 22 or port 3389,This control checks whether a network access control list (NACL) allows unrestricted access to the default ports for SSH/RDP ingress traffic. The rule fails if a NACL inbound entry allows a source CIDR block of '0.0.0.0/0' or '::/0' for ports 22 or 3389,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,EC2.21,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/177n8bngq06506vcymqgp0kuu,Checks if the deployment group for Lambda Compute Platform is not using the default deployment configuration,Checks if the deployment group for Lambda Compute Platform is not using the default deployment configuration. The rule is NON_COMPLIANT if the deployment group is using the deployment configuration 'CodeDeployDefault.LambdaAllAtOnce'.,DETECTIVE,HIGH,AWS::Config::ConfigRule,CODEDEPLOY_LAMBDA_ALLATONCE_TRAFFIC_SHIFT_DISABLED,2021-12-10 01:00:00+01:00
arn:aws:controlcatalog:::control/9ie52b5sd3nrjl5lu7j0bxrwm,Require any Amazon ELB application or network load balancer to have an AWS Certificate Manager certificate,This control checks whether your Amazon Elastic Load Balancing (ELB) application and network load balancers use certificates provided by AWS Certificate Manager (ACM).,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/cm0b0o08urbq2ss415p2xv4qb,Require an Amazon S3 bucket to have lifecycle policies configured,This control checks whether a lifecycle rule is configured for Amazon S3 buckets.,PROACTIVE,LOW,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/d2holtrxu08aelk62vjm0ddk0,Require an Amazon EC2 instance to set AssociatePublicIpAddress to false on a new network interface created by means of the NetworkInterfaces property in the AWS::EC2::Instance resource,"This control checks whether your Amazon EC2 instance is configured NOT to associate a public IP address by default, and it requires configuring the AssociatePublicIpAddress parameter to false on a new network interface created by means of the NetworkInterfaces property.",PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/6thin9envwltcgee4f3f2yukv,Require that an AWS KMS customer-managed key (CMK) is configured with imported key material,This control disallows creation of KMS keys that do not have a key origin of 'EXTERNAL'.,PREVENTIVE,HIGH,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/8xk9cyefqtyxm28i5o8c23u5f,Checks if an AWS Database Migration Service (AWS DMS) replication instance has automatic minor version upgrades enabled,Checks if an AWS Database Migration Service (AWS DMS) replication instance has automatic minor version upgrades enabled. The rule is NON_COMPLIANT if an AWS DMS replication instance is not configured with automatic minor version upgrades.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,DMS_AUTO_MINOR_VERSION_UPGRADE_CHECK,2023-07-18 02:00:00+02:00
arn:aws:controlcatalog:::control/jb9jmjvf4l8qdtnhecks5fxj,Require an Amazon ElastiCache replication group of earlier Redis OSS versions to have Redis OSS AUTH activated,This control checks whether an Amazon ElastiCache replication group with an engine version earlier than 6.0 has Redis OSS AUTH enabled.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-07-24 02:00:00+02:00
arn:aws:controlcatalog:::control/2etbspmu59bn579d7iumqjw26,Require that a public AWS DMS replication instance is not public,This control checks whether your AWS DMS replication instance is public.,PROACTIVE,CRITICAL,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/239vt8rskintzfmg4wvwwlqzk,Checks if Amazon CloudWatch security metrics collection on AWS WAFv2 rule groups is enabled,Checks if Amazon CloudWatch security metrics collection on AWS WAFv2 rule groups is enabled. The rule is NON_COMPLIANT if the 'VisibilityConfig.CloudWatchMetricsEnabled' field is set to false.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,WAFV2_RULEGROUP_LOGGING_ENABLED,2023-08-17 02:00:00+02:00
arn:aws:controlcatalog:::control/2e0kn0xzh3xht7rx3vaclp3ml,A WAFV2 web ACL should have at least one rule or rule group,This control checks whether a WAFV2 web ACL contains at least one WAF rule or WAF rule group. The control fails if a web ACL does not contain any WAF rule or rule group.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,WAF.10,2023-06-12 02:00:00+02:00
arn:aws:controlcatalog:::control/38bk123m8l4uvi1sp7ouvhjc2,Require an Amazon EC2 Auto Scaling group to have multiple Availability Zones,This control checks whether your Auto Scaling group spans multiple Availability Zones.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-05-19 02:00:00+02:00
arn:aws:controlcatalog:::control/69uvi1fkbiuh5f6fftu9jkxat,Checks if a recovery point was created for Amazon Relational Database Service (Amazon RDS),Checks if a recovery point was created for Amazon Relational Database Service (Amazon RDS). The rule is NON_COMPLIANT if the Amazon RDS instance does not have a corresponding recovery point created within the specified time period.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,RDS_LAST_BACKUP_RECOVERY_POINT_CREATED,2021-07-23 02:00:00+02:00
arn:aws:controlcatalog:::control/e832sfwz1eeru2ivf1b9r31qz,Require Amazon SageMaker notebook instances to be deployed within a custom Amazon VPC,This control checks whether an Amazon SageMaker notebook instance is configured to launch within a custom Amazon VPC.,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2023-05-19 02:00:00+02:00
arn:aws:controlcatalog:::control/b9kr6r4vdp20n1ce7j49x79xo,Require an Amazon RDS cluster not be configured to be publicly accessible by means of the 'PubliclyAccessible' property,"This control checks whether an Amazon RDS database cluster is configured to be publicly accessible, or not, as determined by the setting of the PubliclyAccessible property.",PROACTIVE,CRITICAL,AWS::CloudFormation::Type::HOOK,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/cw5f3b1kbs0t9i6675sfjr9nc,Checks if the Amazon FSx for Windows File Server file systems have file access auditing enabled,Checks if the Amazon FSx for Windows File Server file systems have file access auditing enabled. The rule is NON_COMPLIANT if the FSx for Windows File Server file systems do not have file access auditing enabled.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,FSX_WINDOWS_AUDIT_LOG_CONFIGURED,2023-10-12 02:00:00+02:00
arn:aws:controlcatalog:::control/8i4rci08epasf0b9h94gj1zt8,Checks if an Amazon Elastic Kubernetes Service (Amazon EKS) cluster is configured with logging enabled,Checks if an Amazon Elastic Kubernetes Service (Amazon EKS) cluster is configured with logging enabled. The rule is NON_COMPLIANT if logging for Amazon EKS clusters is not enabled or if logging is not enabled with the log type mentioned.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,EKS_CLUSTER_LOG_ENABLED,2023-09-27 02:00:00+02:00
arn:aws:controlcatalog:::control/7mkjbe5vjo1560d3ora6hixwj,Checks if the virtualization type of an EC2 instance is paravirtual,Checks if the virtualization type of an EC2 instance is paravirtual. This rule is NON_COMPLIANT for an EC2 instance if 'virtualizationType' is set to 'paravirtual'.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,EC2_PARAVIRTUAL_INSTANCE_CHECK,2022-02-03 01:00:00+01:00
arn:aws:controlcatalog:::control/4eew3kh2s4a5nz872k7m7iybz,S3 buckets should prohibit public write access,"This AWS control checks whether your S3 buckets allow public write access by evaluating the Block Public Access settings, the bucket policy, and the bucket access control list (ACL).",DETECTIVE,CRITICAL,AWS::SecurityHub::SecurityControl,S3.3,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/dge4anogfk8dy6575qlbvl27u,Checks if Amazon CloudFront distributions are using a custom SSL certificate and are configured to use SNI to serve HTTPS requests,Checks if Amazon CloudFront distributions are using a custom SSL certificate and are configured to use SNI to serve HTTPS requests. The rule is NON_COMPLIANT if a custom SSL certificate is associated but the SSL support method is a dedicated IP address.,DETECTIVE,LOW,AWS::Config::ConfigRule,CLOUDFRONT_SNI_ENABLED,2020-07-08 02:00:00+02:00
arn:aws:controlcatalog:::control/eei22d3c3x9ufomte8290nu3r,Checks if you have enabled S3 Cross-Region Replication for your Amazon S3 buckets,Checks if you have enabled S3 Cross-Region Replication for your Amazon S3 buckets. The rule is NON_COMPLIANT if there are no replication rules enabled for Cross-Region Replication.,DETECTIVE,LOW,AWS::Config::ConfigRule,S3_BUCKET_CROSS_REGION_REPLICATION_ENABLED,2024-01-03 01:00:00+01:00
arn:aws:controlcatalog:::control/77zmmucs5vhr0vvf1ezzkfj97,Checks if AWS IoT SiteWise portals have tags,"Checks if AWS IoT SiteWise portals have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",DETECTIVE,LOW,AWS::Config::ConfigRule,IOTSITEWISE_PORTAL_TAGGED,2024-10-01 02:00:00+02:00
arn:aws:controlcatalog:::control/1nbiz41n920vxbjbyfh05h0v6,Require that an Amazon API Gateway REST API stage has encryption at rest configured for cache data,This control checks whether an Amazon API Gateway REST API stage that has caching enabled also encrypts the caches.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/1csaqxiy3h463r51ehmcygrs2,Require an Amazon DocumentDB cluster to be encrypted at rest,This control checks whether storage encryption is enabled for an Amazon DocumentDB (with MongoDB compatibility) cluster.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-07-24 02:00:00+02:00
arn:aws:controlcatalog:::control/aoa66btqlvrz0ztealide8ll7,Disallow changes to Amazon CloudWatch set up by AWS Control Tower,Prevent changes to Amazon CloudWatch configuration set up by AWS Control Tower to monitor your environment.,PREVENTIVE,CRITICAL,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2019-04-24 02:00:00+02:00
arn:aws:controlcatalog:::control/8lxtvgb071qjzu52xaibphrrb,CodeBuild S3 logs should be encrypted,This control checks if Amazon S3 logs for an AWS CodeBuild project are encrypted. The control fails if encryption is deactivated for S3 Logs for a CodeBuild project.,DETECTIVE,LOW,AWS::SecurityHub::SecurityControl,CodeBuild.3,2023-06-12 02:00:00+02:00
arn:aws:controlcatalog:::control/3qqgtt6s7ex9qpznavelzr54y,Checks if an Amazon Elastic Compute Cloud (EC2) instance metadata has a specified token hop limit that is below the desired limit,Checks if an Amazon Elastic Compute Cloud (EC2) instance metadata has a specified token hop limit that is below the desired limit. The rule is NON_COMPLIANT for an instance if it has a hop limit value above the intended limit.,DETECTIVE,HIGH,AWS::Config::ConfigRule,EC2_TOKEN_HOP_LIMIT_CHECK,2021-12-13 01:00:00+01:00
arn:aws:controlcatalog:::control/c9p83s9lc7djp5olntwupfuse,EBS snapshots should not be publicly restorable,This AWS control checks whether Amazon Elastic Block Store snapshots are not publicly restorable.,DETECTIVE,CRITICAL,AWS::SecurityHub::SecurityControl,EC2.1,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/bgk0hcnypiq0nfsxdel2qtcbg,Checks if AWS App Mesh virtual nodes have tags,"Checks if AWS App Mesh virtual nodes have tags. Optionally, you can specify tag keys for the rule to check. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",DETECTIVE,LOW,AWS::Config::ConfigRule,APPMESH_VIRTUAL_NODE_TAGGED,2024-10-01 02:00:00+02:00
arn:aws:controlcatalog:::control/ccuwi6ctp8txpc60ewuu3dqcg,Require an Amazon ElastiCache replication group of later Redis OSS versions to have RBAC authentication activated,This control checks whether Amazon ElastiCache replication groups with an engine version greater than or equal to 6.0 have RBAC authentication enabled.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/cigxd5pzgllvevu88sc1jgntd,Checks if Amazon Elastic File System (Amazon EFS) encrypts data with AWS Key Management Service (AWS KMS),"Checks if Amazon Elastic File System (Amazon EFS) encrypts data with AWS Key Management Service (AWS KMS). The rule is NON_COMPLIANT if a file system is not encrypted. Optionally, you can check if a file system is not encrypted with specified KMS keys.",DETECTIVE,MEDIUM,AWS::Config::ConfigRule,EFS_FILESYSTEM_CT_ENCRYPTED,2024-09-17 02:00:00+02:00
arn:aws:controlcatalog:::control/4v7xtm83uvvyulk1wwpm4qm3s,Detect whether any Amazon EC2 instance has an associated public IPv4 address,Detects whether an Amazon Elastic Compute Cloud (Amazon EC2) instance has an associated public IPv4 address. The rule is NON_COMPLIANT if the public IP field is present in the Amazon EC2 instance configuration item. This control applies only to IPv4 addresses.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,EC2_INSTANCE_NO_PUBLIC_IP,2021-11-30 01:00:00+01:00
arn:aws:controlcatalog:::control/acjwjxihojir1u24v4g1a9yre,S3 permissions granted to other AWS accounts in bucket policies should be restricted,"This control checks whether the S3 bucket policy allows sensitive bucket-level or object-level actions from a principal in another AWS account. The control fails if any of the following actions are allowed in the S3 bucket policy for a principal in another AWS account: s3:DeleteBucketPolicy, s3:PutBucketAcl, s3:PutBucketPolicy, s3:PutObjectAcl, and s3:PutEncryptionConfiguration.",DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,S3.6,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/35miel80yql4qqgqy3e8tfkk6,Require an Amazon RDS database instance to have a unique administrator username,This control checks whether an Amazon RDS database has changed the adminstrator username from its default value.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/5xfc1qb6l2q8jr0vdyvyu0fqd,ECS containers should be limited to read-only access to root filesystems,This control checks if ECS containers are limited to read-only access to mounted root filesystems. This control fails if the ReadonlyRootFilesystem parameter in the container definition of ECS task definitions is set to ‘false’.,DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,ECS.5,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/7bzysipfyg9dlis90c6smd860,Checks if Amazon Elastic Block Store (Amazon EBS) volumes are protected by a backup plan,Checks if Amazon Elastic Block Store (Amazon EBS) volumes are protected by a backup plan. The rule is NON_COMPLIANT if the Amazon EBS volume is not covered by a backup plan.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,EBS_RESOURCES_PROTECTED_BY_BACKUP_PLAN,2021-07-23 02:00:00+02:00
arn:aws:controlcatalog:::control/3ji3udns2nasjgzmw8enf212s,Checks if a recovery point was created for Amazon Elastic File System (Amazon EFS) File Systems,Checks if a recovery point was created for Amazon Elastic File System (Amazon EFS) File Systems. The rule is NON_COMPLIANT if the Amazon EFS File System does not have a corresponding Recovery Point created within the specified time period.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,EFS_LAST_BACKUP_RECOVERY_POINT_CREATED,2021-07-23 02:00:00+02:00
arn:aws:controlcatalog:::control/qxbezv5syl11qyx50ewdp81b,Checks if the certificate associated with an Amazon CloudFront distribution is the default SSL certificate,Checks if the certificate associated with an Amazon CloudFront distribution is the default SSL certificate. The rule is NON_COMPLIANT if a CloudFront distribution uses the default SSL certificate.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,CLOUDFRONT_CUSTOM_SSL_CERTIFICATE,2020-05-22 02:00:00+02:00
arn:aws:controlcatalog:::control/bqx20bjwe4tdy1w4zi8192tu7,Require that an Amazon Elastic MapReduce (EMR) security configuration is configured to encrypt data at rest in Amazon S3,This control checks whether an Amazon EMR security configuration is configured to encrypt EMR File System (EMRFS) objects at rest in Amazon S3.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-10-05 02:00:00+02:00
arn:aws:controlcatalog:::control/ake7olbo7w529vgocfyogfzov,Amazon Redshift clusters should prohibit public access,This control checks whether Amazon Redshift clusters are publicly accessible. It evaluates the publiclyAccessible field in the cluster configuration item.,DETECTIVE,CRITICAL,AWS::SecurityHub::SecurityControl,Redshift.1,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/8uk3vrotlr08jfb0cbxp5klbs,Require an Amazon S3 bucket to have block public access settings configured,This control checks whether your Amazon Simple Storage Service (Amazon S3) bucket has a bucket-level Block Public Access (BPA) configuration.,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/87hjk88avr9e57kka2c02o8t8,Require an Amazon EC2 Auto Scaling group launch configuration to configure Amazon EC2 instances for IMDSv2,This control checks whether an Amazon EC2 Auto Scaling launch configuration is configured to require the use of Instance Metadata Service Version 2 (IMDSv2).,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2023-05-19 02:00:00+02:00
arn:aws:controlcatalog:::control/a3v3bysbnz2pti4y24l3zjd13,Checks if logging is enabled with a valid severity level for AWS DMS replication task events of a target database,Checks if logging is enabled with a valid severity level for AWS DMS replication task events of a target database. The rule is NON_COMPLIANT if logging is not enabled or replication task logging of a target database has a severity level that is not valid.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,DMS_REPLICATION_TASK_TARGETDB_LOGGING,2023-07-18 02:00:00+02:00
arn:aws:controlcatalog:::control/5v9l25gsxucfgiowfbp5ixh7y,Checks if Amazon Aurora DB clusters are protected by a backup plan,Checks if Amazon Aurora DB clusters are protected by a backup plan. The rule is NON_COMPLIANT if the Amazon Relational Database Service (Amazon RDS) Database Cluster is not protected by a backup plan.,DETECTIVE,HIGH,AWS::Config::ConfigRule,AURORA_RESOURCES_PROTECTED_BY_BACKUP_PLAN,2021-07-23 02:00:00+02:00
arn:aws:controlcatalog:::control/6b0cmdhjrkgioo253ccycy4oz,Require that any Amazon EC2 security group rule does not use the source IP range 0.0.0.0/0 or ::/0 for ports other than 80 and 443,"This control checks whether the Amazon EC2 security group rule contains the string '0.0.0.0/0' or '::/0' as a source IP range. This control is not triggered if a rule allows connection to port 80 or 443 with TCP, UDP, ICMP, or ICMPv6.",PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
